_LayerID_,_WeightID_,_Weight_
2,0,0.0663476213812828
2,10,-0.515212178230286
2,20,-0.500983476638794
2,30,-0.12502732872963
2,40,-0.201091378927231
2,50,-0.191171765327454
2,60,-0.249014779925346
2,70,-0.418901592493057
2,80,-0.497921496629715
2,90,0.00939400680363178
3,0,1.00845181941986
3,10,0.984232842922211
3,20,4.92304420471191
3,30,-8.72761344909668
5,0,-0.148647636175156
5,10,0.192442819476128
5,20,-0.0501913838088512
5,30,0.0418009161949158
5,40,0.100724652409554
5,50,0.115111254155636
5,60,0.0986496210098267
5,70,-0.114693313837051
5,80,0.159493252635002
5,90,-0.164607927203178
5,100,-0.0460251420736313
5,110,0.137663573026657
5,120,-0.112899333238602
5,130,-0.172486931085587
5,140,-0.083664208650589
5,150,0.0486514456570148
5,160,0.0421509966254234
5,170,0.146292611956596
5,180,0.104950755834579
5,190,-0.0291689820587635
5,200,0.216000244021416
5,210,-0.0312926024198532
5,220,0.233244687318802
5,230,0.00166379509028047
5,240,0.245127931237221
5,250,0.0055603557266295
5,260,-0.0937860682606697
5,270,0.041110098361969
5,280,0.181516170501709
5,290,0.107786908745766
5,300,0.0480252355337143
5,310,-0.00612720288336277
5,320,0.158922493457794
5,330,0.131597518920898
5,340,0.0178617294877768
5,350,0.197122246026993
5,360,-0.144787922501564
5,370,0.0805411413311958
5,380,0.0625138580799103
5,390,0.156596377491951
5,400,-0.0910243764519691
5,410,0.133514896035194
5,420,0.127293080091476
5,430,0.11718226224184
5,440,0.0817622989416122
5,450,0.0592365637421608
5,460,-0.180695906281471
5,470,0.0710887983441353
5,480,0.123841367661953
5,490,0.0732366964221001
5,500,-0.162937626242638
5,510,-0.167871788144112
5,520,-0.174547344446182
5,530,0.164052933454514
5,540,0.0454548448324203
5,550,-0.142597198486328
5,560,-0.0142422243952751
5,570,-0.0916761234402657
5,580,0.220715865492821
5,590,0.0564088001847267
5,600,0.0672131106257439
5,610,0.0522280558943748
5,620,0.151614248752594
5,630,0.0567159242928028
5,640,0.0199292469769716
5,650,0.117712937295437
5,660,-0.138789564371109
5,670,0.104494601488113
5,680,-0.0735550671815872
5,690,-0.106636628508568
5,700,0.133945226669312
5,710,0.148984476923943
5,720,0.128008916974068
5,730,-0.0861484929919243
5,740,0.110913455486298
5,750,0.0842779278755188
5,760,-0.0978255271911621
5,770,0.125840187072754
5,780,0.178813844919205
5,790,0.1297996789217
5,800,-0.0638465136289597
5,810,-0.0687909796833992
5,820,0.13241782784462
5,830,0.113939337432384
5,840,-0.0257203355431557
5,850,0.00202138349413872
5,860,-0.1306381970644
5,870,-0.106461189687252
5,880,-0.109864570200443
5,890,0.186799794435501
5,900,-0.0539414100348949
